HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Wigan,Newcastle,H,10.0,4.0,0.624,1.046,1.523,1.959,1
Arsenal,Reading,H,14.0,2.0,2.76,1.498,0.316,0.399,1
Everton,Stoke,H,9.0,5.0,2.096,1.858,0.73,1.151,1
Man City,Newcastle,H,11.0,1.0,2.786,1.508,1.523,1.959,1
Southampton,Chelsea,H,8.0,4.0,1.173,1.333,2.778,1.332,1
Sunderland,Man United,A,4.0,6.0,0.908,1.479,2.802,1.362,-1
Swansea,Tottenham,A,3.0,7.0,0.661,0.827,2.422,1.812,-1
West Ham,West Brom,H,8.0,11.0,1.59,2.004,1.041,1.498,1
Wigan,Norwich,H,6.0,5.0,0.624,1.046,0.394,0.841,1
Aston Villa,Liverpool,A,7.0,12.0,1.376,1.717,2.709,1.561,-1
Fulham,QPR,H,5.0,11.0,1.28,1.649,0.268,0.45,1
Norwich,Swansea,D,9.0,9.0,0.524,0.812,0.618,0.786,0
Reading,Southampton,A,3.0,4.0,0.262,0.379,1.124,1.251,-1
Stoke,Aston Villa,A,2.0,8.0,0.915,1.036,1.649,1.827,-1
West Brom,Arsenal,A,5.0,6.0,1.077,1.741,2.841,1.624,-1
Chelsea,Sunderland,H,7.0,3.0,2.742,1.333,0.968,1.472,1
Liverpool,West Ham,D,12.0,4.0,2.642,1.352,1.576,1.808,0
Newcastle,Fulham,H,10.0,3.0,1.69,1.917,1.109,1.609,1
QPR,Wigan,D,2.0,10.0,0.221,0.375,0.715,0.985,0
Tottenham,Everton,D,10.0,5.0,2.402,1.766,1.902,1.753,0
Man United,Man City,A,7.0,5.0,2.76,1.323,2.758,1.601,-1
Arsenal,Norwich,H,7.0,5.0,2.76,1.498,0.394,0.841,1
Aston Villa,Fulham,D,7.0,3.0,1.376,1.717,1.109,1.609,0
Everton,QPR,H,10.0,5.0,2.096,1.858,0.268,0.45,1
Reading,Liverpool,D,5.0,15.0,0.262,0.379,2.709,1.561,0
Southampton,West Ham,D,11.0,4.0,1.173,1.333,1.576,1.808,0
Newcastle,Sunderland,A,9.0,7.0,1.69,1.917,0.968,1.472,-1
Stoke,Man United,A,4.0,3.0,0.915,1.036,2.802,1.362,-1
Arsenal,Everton,D,6.0,5.0,2.76,1.498,1.902,1.753,0
Fulham,Chelsea,A,7.0,10.0,1.28,1.649,2.778,1.332,-1
Man City,Wigan,H,4.0,6.0,2.786,1.508,0.715,0.985,1
West Ham,Man United,D,4.0,9.0,1.59,2.004,2.802,1.362,0
Fulham,Arsenal,A,5.0,7.0,1.28,1.649,2.841,1.624,-1
Norwich,Reading,H,9.0,6.0,0.524,0.812,0.316,0.399,1
QPR,Stoke,A,11.0,4.0,0.221,0.375,0.73,1.151,-1
Sunderland,Everton,H,4.0,5.0,0.908,1.479,1.902,1.753,1
Swansea,Southampton,D,7.0,5.0,0.661,0.827,1.124,1.251,0
West Brom,Newcastle,D,4.0,6.0,1.077,1.741,1.523,1.959,0
West Ham,Wigan,H,11.0,10.0,1.59,2.004,0.715,0.985,1
Liverpool,Chelsea,D,12.0,6.0,2.642,1.352,2.778,1.332,0
Tottenham,Man City,H,8.0,7.0,2.402,1.766,2.758,1.601,1
Man United,Aston Villa,H,5.0,5.0,2.76,1.323,1.649,1.827,1
Everton,Fulham,H,10.0,2.0,2.096,1.858,1.109,1.609,1
Man City,West Ham,H,10.0,6.0,2.786,1.508,1.576,1.808,1
Newcastle,Liverpool,A,1.0,10.0,1.69,1.917,2.709,1.561,-1
Southampton,West Brom,A,4.0,9.0,1.173,1.333,1.041,1.498,-1
Stoke,Norwich,H,4.0,0.0,0.915,1.036,0.394,0.841,1
Wigan,Tottenham,D,4.0,7.0,0.624,1.046,2.422,1.812,0
Arsenal,Man United,D,13.0,5.0,2.76,1.498,2.802,1.362,0
Chelsea,Swansea,H,14.0,8.0,2.742,1.333,0.618,0.786,1
Reading,QPR,D,7.0,5.0,0.262,0.379,0.268,0.45,0
Aston Villa,Sunderland,H,15.0,4.0,1.376,1.717,0.968,1.472,1
Fulham,Reading,A,13.0,13.0,1.28,1.649,0.316,0.399,-1
Norwich,Aston Villa,A,4.0,6.0,0.524,0.812,1.649,1.827,-1
QPR,Arsenal,A,6.0,11.0,0.221,0.375,2.841,1.624,-1
Swansea,Man City,D,1.0,8.0,0.661,0.827,2.758,1.601,0
Tottenham,Southampton,H,4.0,6.0,2.402,1.766,1.124,1.251,1
West Brom,Wigan,A,11.0,8.0,1.077,1.741,0.715,0.985,-1
West Ham,Newcastle,D,3.0,6.0,1.59,2.004,1.523,1.959,0
Liverpool,Everton,D,8.0,4.0,2.642,1.352,1.902,1.753,0
Man United,Chelsea,A,4.0,6.0,2.76,1.323,2.778,1.332,-1
Sunderland,Stoke,D,7.0,7.0,0.908,1.479,0.73,1.151,0
Man City,West Brom,H,9.0,11.0,2.786,1.508,1.041,1.498,1
Wigan,Swansea,A,11.0,6.0,0.624,1.046,0.618,0.786,-1
Chelsea,Tottenham,D,8.0,6.0,2.742,1.333,2.422,1.812,0
Aston Villa,Chelsea,A,7.0,8.0,1.376,1.717,2.778,1.332,-1
Everton,West Ham,H,13.0,2.0,2.096,1.858,1.576,1.808,1
Fulham,Liverpool,A,8.0,14.0,1.28,1.649,2.709,1.561,-1
Man United,Swansea,H,9.0,2.0,2.76,1.323,0.618,0.786,1
Norwich,West Brom,H,8.0,5.0,0.524,0.812,1.041,1.498,1
QPR,Newcastle,A,3.0,7.0,0.221,0.375,1.523,1.959,-1
Stoke,Tottenham,A,3.0,15.0,0.915,1.036,2.422,1.812,-1
Sunderland,Southampton,D,5.0,10.0,0.908,1.479,1.124,1.251,0
Arsenal,Wigan,H,12.0,5.0,2.76,1.498,0.715,0.985,1
Reading,Man City,A,7.0,20.0,0.262,0.379,2.758,1.601,-1
Chelsea,Everton,H,10.0,9.0,2.742,1.333,1.902,1.753,1
Liverpool,QPR,H,20.0,3.0,2.642,1.352,0.268,0.45,1
Man City,Norwich,A,5.0,7.0,2.786,1.508,0.394,0.841,-1
Newcastle,Arsenal,A,2.0,3.0,1.69,1.917,2.841,1.624,-1
Southampton,Stoke,D,7.0,3.0,1.173,1.333,0.73,1.151,0
Swansea,Fulham,A,11.0,6.0,0.661,0.827,1.109,1.609,-1
Tottenham,Sunderland,H,19.0,4.0,2.402,1.766,0.968,1.472,1
West Brom,Man United,D,8.0,8.0,1.077,1.741,2.802,1.362,0
West Ham,Reading,H,12.0,7.0,1.59,2.004,0.316,0.399,1
Wigan,Aston Villa,D,6.0,2.0,0.624,1.046,1.649,1.827,0
Blackburn,Wolves,A,8.0,4.0,0.93,1.036,0.608,0.812,-1
Fulham,Aston Villa,D,9.0,1.0,1.28,1.649,1.649,1.827,0
Liverpool,Sunderland,D,4.0,6.0,2.642,1.352,0.968,1.472,0
Newcastle,Arsenal,D,1.0,4.0,1.69,1.917,2.841,1.624,0
QPR,Bolton,A,7.0,7.0,0.221,0.375,0.919,1.177,-1
Wigan,Norwich,D,11.0,3.0,0.624,1.046,0.394,0.841,0
Stoke,Chelsea,D,3.0,11.0,0.915,1.036,2.778,1.332,0
West Brom,Man United,A,8.0,5.0,1.077,1.741,2.802,1.362,-1
Man City,Swansea,H,19.0,5.0,2.786,1.508,0.618,0.786,1
Arsenal,Liverpool,A,6.0,8.0,2.76,1.498,2.709,1.561,-1
Aston Villa,Blackburn,H,6.0,6.0,1.376,1.717,0.978,1.151,1
Chelsea,West Brom,H,12.0,4.0,2.742,1.333,1.041,1.498,1
Everton,QPR,A,7.0,3.0,2.096,1.858,0.268,0.45,-1
Sunderland,Newcastle,A,5.0,10.0,0.908,1.479,1.523,1.959,-1
Swansea,Wigan,D,6.0,4.0,0.661,0.827,0.715,0.985,0
Bolton,Man City,A,4.0,9.0,0.926,1.075,2.758,1.601,-1
Norwich,Stoke,D,7.0,5.0,0.524,0.812,0.73,1.151,0
Wolves,Fulham,H,7.0,4.0,0.587,0.91,1.109,1.609,1
Man United,Tottenham,H,21.0,12.0,2.76,1.323,2.422,1.812,1
Aston Villa,Wolves,D,5.0,2.0,1.376,1.717,0.608,0.812,0
Blackburn,Everton,A,6.0,4.0,0.93,1.036,1.902,1.753,-1
Chelsea,Norwich,H,8.0,6.0,2.742,1.333,0.394,0.841,1
Liverpool,Bolton,H,9.0,4.0,2.642,1.352,0.919,1.177,1
Swansea,Sunderland,D,6.0,8.0,0.661,0.827,0.968,1.472,0
Wigan,QPR,H,10.0,9.0,0.624,1.046,0.268,0.45,1
Man United,Arsenal,H,15.0,13.0,2.76,1.323,2.841,1.624,1
Newcastle,Fulham,H,9.0,9.0,1.69,1.917,1.109,1.609,1
Tottenham,Man City,A,10.0,12.0,2.402,1.766,2.758,1.601,-1
West Brom,Stoke,A,7.0,1.0,1.077,1.741,0.73,1.151,-1
Arsenal,Swansea,H,8.0,5.0,2.76,1.498,0.618,0.786,1
Bolton,Man United,A,13.0,9.0,0.926,1.075,2.802,1.362,-1
Everton,Aston Villa,D,10.0,3.0,2.096,1.858,1.649,1.827,0
Man City,Wigan,H,10.0,5.0,2.786,1.508,0.715,0.985,1
Stoke,Liverpool,H,1.0,11.0,0.915,1.036,2.709,1.561,1
Sunderland,Chelsea,A,7.0,8.0,0.908,1.479,2.778,1.332,-1
Wolves,Tottenham,A,6.0,11.0,0.587,0.91,2.422,1.812,-1
Fulham,Blackburn,D,8.0,5.0,1.28,1.649,0.978,1.151,0
Norwich,West Brom,A,5.0,9.0,0.524,0.812,1.041,1.498,-1
QPR,Newcastle,D,5.0,3.0,0.221,0.375,1.523,1.959,0
Aston Villa,Newcastle,D,2.0,13.0,1.376,1.717,1.523,1.959,0
Blackburn,Arsenal,H,5.0,16.0,0.93,1.036,2.841,1.624,1
Bolton,Norwich,A,7.0,5.0,0.926,1.075,0.394,0.841,-1
Everton,Wigan,H,10.0,4.0,2.096,1.858,0.715,0.985,1
Swansea,West Brom,H,5.0,8.0,0.661,0.827,1.041,1.498,1
Wolves,QPR,A,6.0,12.0,0.587,0.91,0.268,0.45,-1
Fulham,Man City,D,11.0,11.0,1.28,1.649,2.758,1.601,0
Man United,Chelsea,H,7.0,9.0,2.76,1.323,2.778,1.332,1
Sunderland,Stoke,H,7.0,5.0,0.908,1.479,0.73,1.151,1
Tottenham,Liverpool,H,16.0,2.0,2.402,1.766,2.709,1.561,1
Arsenal,Bolton,H,14.0,3.0,2.76,1.498,0.919,1.177,1
Chelsea,Swansea,H,7.0,4.0,2.742,1.333,0.618,0.786,1
Liverpool,Wolves,H,6.0,6.0,2.642,1.352,0.608,0.812,1
Man City,Everton,H,8.0,3.0,2.786,1.508,1.902,1.753,1
Newcastle,Blackburn,H,8.0,1.0,1.69,1.917,0.978,1.151,1
Stoke,Man United,D,8.0,9.0,0.915,1.036,2.802,1.362,0
West Brom,Fulham,D,5.0,9.0,1.077,1.741,1.109,1.609,0
Wigan,Tottenham,A,4.0,7.0,0.624,1.046,2.422,1.812,-1
QPR,Aston Villa,D,9.0,4.0,0.221,0.375,1.649,1.827,0
Norwich,Sunderland,H,8.0,6.0,0.524,0.812,0.968,1.472,1
Aston Villa,Wigan,H,10.0,9.0,1.376,1.717,0.715,0.985,1
Blackburn,Man City,A,4.0,12.0,0.93,1.036,2.758,1.601,-1
Everton,Liverpool,A,4.0,9.0,2.096,1.858,2.709,1.561,-1
Man United,Norwich,H,9.0,6.0,2.76,1.323,0.394,0.841,1
Sunderland,West Brom,D,7.0,3.0,0.908,1.479,1.041,1.498,0
Wolves,Newcastle,A,12.0,6.0,0.587,0.91,1.523,1.959,-1
Bolton,Chelsea,A,10.0,14.0,0.926,1.075,2.778,1.332,-1
Fulham,QPR,H,13.0,10.0,1.28,1.649,0.268,0.45,1
Swansea,Stoke,H,5.0,6.0,0.661,0.827,0.73,1.151,1
Tottenham,Arsenal,H,8.0,7.0,2.402,1.766,2.841,1.624,1
Chelsea,Everton,H,5.0,5.0,2.742,1.333,1.902,1.753,1
Liverpool,Man United,D,8.0,3.0,2.642,1.352,2.802,1.362,0
Man City,Aston Villa,H,10.0,6.0,2.786,1.508,1.649,1.827,1
Norwich,Swansea,H,8.0,4.0,0.524,0.812,0.618,0.786,1
QPR,Blackburn,D,6.0,9.0,0.221,0.375,0.978,1.151,0
Stoke,Fulham,H,6.0,1.0,0.915,1.036,1.109,1.609,1
Wigan,Bolton,A,9.0,11.0,0.624,1.046,0.919,1.177,-1
Arsenal,Sunderland,H,11.0,4.0,2.76,1.498,0.968,1.472,1
Newcastle,Tottenham,D,7.0,8.0,1.69,1.917,2.422,1.812,0
West Brom,Wolves,H,11.0,10.0,1.077,1.741,0.608,0.812,1
Aston Villa,West Brom,A,0.0,5.0,1.376,1.717,1.041,1.498,-1
Bolton,Sunderland,A,8.0,10.0,0.926,1.075,0.968,1.472,-1
Liverpool,Norwich,D,15.0,10.0,2.642,1.352,0.394,0.841,0
Newcastle,Wigan,H,10.0,5.0,1.69,1.917,0.715,0.985,1
Wolves,Swansea,D,13.0,14.0,0.587,0.91,0.618,0.786,0
Arsenal,Stoke,H,5.0,2.0,2.76,1.498,0.73,1.151,1
Blackburn,Tottenham,A,8.0,7.0,0.93,1.036,2.422,1.812,-1
Fulham,Everton,A,8.0,7.0,1.28,1.649,1.902,1.753,-1
Man United,Man City,A,8.0,12.0,2.76,1.323,2.758,1.601,-1
QPR,Chelsea,H,3.0,7.0,0.221,0.375,2.778,1.332,1
Chelsea,Arsenal,A,10.0,8.0,2.742,1.333,2.841,1.624,-1
Everton,Man United,A,11.0,6.0,2.096,1.858,2.802,1.362,-1
Man City,Wolves,H,9.0,2.0,2.786,1.508,0.608,0.812,1
Norwich,Blackburn,D,6.0,7.0,0.524,0.812,0.978,1.151,0
Sunderland,Aston Villa,D,8.0,5.0,0.908,1.479,1.649,1.827,0
Swansea,Bolton,H,12.0,3.0,0.661,0.827,0.919,1.177,1
West Brom,Liverpool,A,6.0,7.0,1.077,1.741,2.709,1.561,-1
Wigan,Fulham,A,9.0,5.0,0.624,1.046,1.109,1.609,-1
Tottenham,QPR,H,13.0,8.0,2.402,1.766,0.268,0.45,1
Stoke,Newcastle,A,4.0,2.0,0.915,1.036,1.523,1.959,-1
Arsenal,West Brom,H,7.0,4.0,2.76,1.498,1.041,1.498,1
Aston Villa,Norwich,H,6.0,7.0,1.376,1.717,0.394,0.841,1
Blackburn,Chelsea,A,8.0,8.0,0.93,1.036,2.778,1.332,-1
Liverpool,Swansea,D,10.0,3.0,2.642,1.352,0.618,0.786,0
Man United,Sunderland,H,9.0,3.0,2.76,1.323,0.968,1.472,1
Newcastle,Everton,H,6.0,6.0,1.69,1.917,1.902,1.753,1
QPR,Man City,A,9.0,8.0,0.221,0.375,2.758,1.601,-1
Bolton,Stoke,H,16.0,6.0,0.926,1.075,0.73,1.151,1
Fulham,Tottenham,A,20.0,8.0,1.28,1.649,2.422,1.812,-1
Wolves,Wigan,H,12.0,7.0,0.587,0.91,0.715,0.985,1
Everton,Wolves,H,9.0,1.0,2.096,1.858,0.608,0.812,1
Man City,Newcastle,H,9.0,7.0,2.786,1.508,1.523,1.959,1
Norwich,Arsenal,A,4.0,14.0,0.524,0.812,2.841,1.624,-1
Stoke,QPR,A,7.0,8.0,0.915,1.036,0.268,0.45,-1
Sunderland,Fulham,D,8.0,9.0,0.908,1.479,1.109,1.609,0
Swansea,Man United,A,6.0,7.0,0.661,0.827,2.802,1.362,-1
West Brom,Bolton,H,9.0,6.0,1.077,1.741,0.919,1.177,1
Wigan,Blackburn,D,11.0,2.0,0.624,1.046,0.978,1.151,0
Chelsea,Liverpool,A,5.0,3.0,2.742,1.333,2.709,1.561,-1
Tottenham,Aston Villa,H,9.0,1.0,2.402,1.766,1.649,1.827,1
Arsenal,Fulham,D,12.0,6.0,2.76,1.498,1.109,1.609,0
Bolton,Everton,A,7.0,14.0,0.926,1.075,1.902,1.753,-1
Chelsea,Wolves,H,11.0,2.0,2.742,1.333,0.608,0.812,1
Man United,Newcastle,D,13.0,6.0,2.76,1.323,1.523,1.959,0
Norwich,QPR,H,8.0,4.0,0.524,0.812,0.268,0.45,1
Stoke,Blackburn,H,5.0,12.0,0.915,1.036,0.978,1.151,1
Sunderland,Wigan,A,11.0,4.0,0.908,1.479,0.715,0.985,-1
West Brom,Tottenham,A,5.0,14.0,1.077,1.741,2.422,1.812,-1
Liverpool,Man City,D,9.0,3.0,2.642,1.352,2.758,1.601,0
Swansea,Aston Villa,D,2.0,4.0,0.661,0.827,1.649,1.827,0
Aston Villa,Man United,A,3.0,5.0,1.376,1.717,2.802,1.362,-1
Blackburn,Swansea,H,9.0,5.0,0.93,1.036,0.618,0.786,1
Man City,Norwich,H,16.0,2.0,2.786,1.508,0.394,0.841,1
Newcastle,Chelsea,A,9.0,13.0,1.69,1.917,2.778,1.332,-1
QPR,West Brom,D,4.0,10.0,0.221,0.375,1.041,1.498,0
Tottenham,Bolton,H,16.0,9.0,2.402,1.766,0.919,1.177,1
Wigan,Arsenal,A,4.0,10.0,0.624,1.046,2.841,1.624,-1
Everton,Stoke,A,4.0,4.0,2.096,1.858,0.73,1.151,-1
Wolves,Sunderland,H,10.0,12.0,0.587,0.91,0.968,1.472,1
Fulham,Liverpool,H,13.0,9.0,1.28,1.649,2.709,1.561,1
Arsenal,Everton,H,7.0,1.0,2.76,1.498,1.902,1.753,1
Bolton,Aston Villa,A,12.0,11.0,0.926,1.075,1.649,1.827,-1
Liverpool,QPR,H,15.0,2.0,2.642,1.352,0.268,0.45,1
Man United,Wolves,H,18.0,8.0,2.76,1.323,0.608,0.812,1
Norwich,Newcastle,H,11.0,8.0,0.524,0.812,1.523,1.959,1
Swansea,Fulham,H,8.0,7.0,0.661,0.827,1.109,1.609,1
West Brom,Wigan,A,8.0,4.0,1.077,1.741,0.715,0.985,-1
Stoke,Tottenham,H,7.0,12.0,0.915,1.036,2.422,1.812,1
Sunderland,Blackburn,H,12.0,2.0,0.908,1.479,0.978,1.151,1
Chelsea,Man City,H,7.0,4.0,2.742,1.333,2.758,1.601,1
Blackburn,West Brom,A,14.0,6.0,0.93,1.036,1.041,1.498,-1
Everton,Norwich,D,15.0,1.0,2.096,1.858,0.394,0.841,0
Fulham,Bolton,H,9.0,6.0,1.28,1.649,0.919,1.177,1
Newcastle,Swansea,D,6.0,0.0,1.69,1.917,0.618,0.786,0
Wigan,Chelsea,D,7.0,5.0,0.624,1.046,2.778,1.332,0
Wolves,Stoke,A,5.0,4.0,0.587,0.91,0.73,1.151,-1
Aston Villa,Liverpool,A,8.0,12.0,1.376,1.717,2.709,1.561,-1
Man City,Arsenal,H,9.0,8.0,2.786,1.508,2.841,1.624,1
QPR,Man United,A,3.0,12.0,0.221,0.375,2.802,1.362,-1
Tottenham,Sunderland,H,12.0,4.0,2.402,1.766,0.968,1.472,1
Blackburn,Bolton,A,7.0,5.0,0.93,1.036,0.919,1.177,-1
Wolves,Norwich,D,9.0,14.0,0.587,0.91,0.394,0.841,0
Aston Villa,Arsenal,A,4.0,6.0,1.376,1.717,2.841,1.624,-1
Everton,Swansea,H,6.0,4.0,2.096,1.858,0.618,0.786,1
Fulham,Man United,A,8.0,12.0,1.28,1.649,2.802,1.362,-1
Man City,Stoke,H,16.0,0.0,2.786,1.508,0.73,1.151,1
Newcastle,West Brom,A,11.0,8.0,1.69,1.917,1.041,1.498,-1
QPR,Sunderland,A,9.0,13.0,0.221,0.375,0.968,1.472,-1
Wigan,Liverpool,D,10.0,10.0,0.624,1.046,2.709,1.561,0
Tottenham,Chelsea,D,10.0,10.0,2.402,1.766,2.778,1.332,0
Bolton,Newcastle,A,3.0,7.0,0.926,1.075,1.523,1.959,-1
Chelsea,Fulham,D,15.0,6.0,2.742,1.333,1.109,1.609,0
Liverpool,Blackburn,D,13.0,2.0,2.642,1.352,0.978,1.151,0
Man United,Wigan,H,9.0,5.0,2.76,1.323,0.715,0.985,1
Stoke,Aston Villa,D,2.0,4.0,0.915,1.036,1.649,1.827,0
Sunderland,Everton,D,8.0,3.0,0.908,1.479,1.902,1.753,0
West Brom,Man City,D,3.0,9.0,1.077,1.741,2.758,1.601,0
Arsenal,Wolves,D,17.0,4.0,2.76,1.498,0.608,0.812,0
Norwich,Tottenham,A,4.0,8.0,0.524,0.812,2.422,1.812,-1
Swansea,QPR,D,4.0,7.0,0.661,0.827,0.268,0.45,0
Liverpool,Newcastle,H,7.0,2.0,2.642,1.352,1.523,1.959,1
Arsenal,QPR,H,7.0,3.0,2.76,1.498,0.268,0.45,1
Bolton,Wolves,D,9.0,5.0,0.926,1.075,0.608,0.812,0
Chelsea,Aston Villa,A,5.0,9.0,2.742,1.333,1.649,1.827,-1
Man United,Blackburn,A,13.0,5.0,2.76,1.323,0.978,1.151,-1
Norwich,Fulham,D,9.0,6.0,0.524,0.812,1.109,1.609,0
Stoke,Wigan,D,3.0,6.0,0.915,1.036,0.715,0.985,0
Swansea,Tottenham,D,8.0,7.0,0.661,0.827,2.422,1.812,0
Sunderland,Man City,H,5.0,11.0,0.908,1.479,2.758,1.601,1
West Brom,Everton,A,2.0,8.0,1.077,1.741,1.902,1.753,-1
Aston Villa,Swansea,A,2.0,4.0,1.376,1.717,0.618,0.786,-1
Blackburn,Stoke,A,7.0,3.0,0.93,1.036,0.73,1.151,-1
Fulham,Arsenal,H,8.0,10.0,1.28,1.649,2.841,1.624,1
QPR,Norwich,A,6.0,6.0,0.221,0.375,0.394,0.841,-1
Wolves,Chelsea,A,5.0,10.0,0.587,0.91,2.778,1.332,-1
Man City,Liverpool,H,8.0,10.0,2.786,1.508,2.709,1.561,1
Tottenham,West Brom,H,14.0,2.0,2.402,1.766,1.041,1.498,1
Wigan,Sunderland,A,10.0,9.0,0.624,1.046,0.968,1.472,-1
Everton,Bolton,A,4.0,7.0,2.096,1.858,0.919,1.177,-1
Newcastle,Man United,H,6.0,6.0,1.69,1.917,2.802,1.362,1
Tottenham,Everton,H,7.0,4.0,2.402,1.766,1.902,1.753,1
Aston Villa,Everton,D,11.0,4.0,1.376,1.717,1.902,1.753,0
Blackburn,Fulham,H,11.0,7.0,0.93,1.036,1.109,1.609,1
Chelsea,Sunderland,H,10.0,4.0,2.742,1.333,0.968,1.472,1
Liverpool,Stoke,D,5.0,1.0,2.642,1.352,0.73,1.151,0
Man United,Bolton,H,9.0,5.0,2.76,1.323,0.919,1.177,1
Tottenham,Wolves,D,10.0,3.0,2.402,1.766,0.608,0.812,0
West Brom,Norwich,A,8.0,4.0,1.077,1.741,0.394,0.841,-1
Newcastle,QPR,H,4.0,9.0,1.69,1.917,0.268,0.45,1
Swansea,Arsenal,H,5.0,9.0,0.661,0.827,2.841,1.624,1
Wigan,Man City,A,4.0,8.0,0.624,1.046,2.758,1.601,-1
Bolton,Liverpool,H,8.0,8.0,0.926,1.075,2.709,1.561,1
Everton,Blackburn,D,8.0,8.0,2.096,1.858,0.978,1.151,0
Fulham,Newcastle,H,7.0,9.0,1.28,1.649,1.523,1.959,1
Norwich,Chelsea,D,3.0,9.0,0.524,0.812,2.778,1.332,0
QPR,Wigan,H,8.0,4.0,0.221,0.375,0.715,0.985,1
Stoke,West Brom,A,3.0,6.0,0.915,1.036,1.041,1.498,-1
Sunderland,Swansea,H,2.0,4.0,0.908,1.479,0.618,0.786,1
Wolves,Aston Villa,A,9.0,5.0,0.587,0.91,1.649,1.827,-1
Arsenal,Man United,A,6.0,5.0,2.76,1.498,2.802,1.362,-1
Man City,Tottenham,H,7.0,7.0,2.786,1.508,2.422,1.812,1
Everton,Man City,H,4.0,11.0,2.096,1.858,2.758,1.601,1
Man United,Stoke,H,7.0,3.0,2.76,1.323,0.73,1.151,1
Swansea,Chelsea,D,5.0,10.0,0.661,0.827,2.778,1.332,0
Tottenham,Wigan,H,13.0,6.0,2.402,1.766,0.715,0.985,1
Wolves,Liverpool,A,1.0,14.0,0.587,0.91,2.709,1.561,-1
Aston Villa,QPR,D,15.0,3.0,1.376,1.717,0.268,0.45,0
Blackburn,Newcastle,A,12.0,5.0,0.93,1.036,1.523,1.959,-1
Bolton,Arsenal,D,8.0,7.0,0.926,1.075,2.841,1.624,0
Fulham,West Brom,D,6.0,11.0,1.28,1.649,1.041,1.498,0
Sunderland,Norwich,H,6.0,4.0,0.908,1.479,0.394,0.841,1
Arsenal,Blackburn,H,11.0,3.0,2.76,1.498,0.978,1.151,1
Man City,Fulham,H,10.0,8.0,2.786,1.508,1.109,1.609,1
Norwich,Bolton,H,9.0,6.0,0.524,0.812,0.919,1.177,1
QPR,Wolves,A,8.0,6.0,0.221,0.375,0.608,0.812,-1
Stoke,Sunderland,A,6.0,2.0,0.915,1.036,0.968,1.472,-1
West Brom,Swansea,A,11.0,8.0,1.077,1.741,0.618,0.786,-1
Wigan,Everton,D,1.0,4.0,0.624,1.046,1.902,1.753,0
Chelsea,Man United,D,10.0,10.0,2.742,1.333,2.802,1.362,0
Newcastle,Aston Villa,H,8.0,8.0,1.69,1.917,1.649,1.827,1
Liverpool,Tottenham,D,10.0,6.0,2.642,1.352,2.422,1.812,0
Blackburn,QPR,H,5.0,13.0,0.93,1.036,0.268,0.45,1
Bolton,Wigan,A,8.0,6.0,0.926,1.075,0.715,0.985,-1
Everton,Chelsea,H,7.0,7.0,2.096,1.858,2.778,1.332,1
Fulham,Stoke,H,4.0,4.0,1.28,1.649,0.73,1.151,1
Man United,Liverpool,H,6.0,6.0,2.76,1.323,2.709,1.561,1
Sunderland,Arsenal,A,5.0,8.0,0.908,1.479,2.841,1.624,-1
Swansea,Norwich,A,9.0,11.0,0.661,0.827,0.394,0.841,-1
Tottenham,Newcastle,H,9.0,3.0,2.402,1.766,1.523,1.959,1
Aston Villa,Man City,A,5.0,10.0,1.376,1.717,2.758,1.601,-1
Wolves,West Brom,A,8.0,16.0,0.587,0.91,1.041,1.498,-1
Chelsea,Bolton,H,16.0,1.0,2.742,1.333,0.919,1.177,1
Man City,Blackburn,H,13.0,2.0,2.786,1.508,0.978,1.151,1
Newcastle,Wolves,D,8.0,6.0,1.69,1.917,0.608,0.812,0
QPR,Fulham,A,8.0,3.0,0.221,0.375,1.109,1.609,-1
West Brom,Sunderland,H,13.0,4.0,1.077,1.741,0.968,1.472,1
Wigan,Aston Villa,D,6.0,3.0,0.624,1.046,1.649,1.827,0
Arsenal,Tottenham,H,13.0,4.0,2.76,1.498,2.422,1.812,1
Norwich,Man United,A,7.0,9.0,0.524,0.812,2.802,1.362,-1
Stoke,Swansea,H,6.0,6.0,0.915,1.036,0.618,0.786,1
Blackburn,Aston Villa,D,9.0,12.0,0.93,1.036,1.649,1.827,0
Liverpool,Arsenal,A,4.0,7.0,2.642,1.352,2.841,1.624,-1
Man City,Bolton,H,10.0,5.0,2.786,1.508,0.919,1.177,1
QPR,Everton,D,10.0,5.0,0.221,0.375,1.902,1.753,0
Stoke,Norwich,H,7.0,5.0,0.915,1.036,0.394,0.841,1
West Brom,Chelsea,H,11.0,6.0,1.077,1.741,2.778,1.332,1
Wigan,Swansea,A,8.0,8.0,0.624,1.046,0.618,0.786,-1
Fulham,Wolves,H,19.0,3.0,1.28,1.649,0.608,0.812,1
Newcastle,Sunderland,D,12.0,6.0,1.69,1.917,0.968,1.472,0
Tottenham,Man United,A,9.0,5.0,2.402,1.766,2.802,1.362,-1
Aston Villa,Fulham,H,8.0,1.0,1.376,1.717,1.109,1.609,1
Bolton,QPR,H,7.0,11.0,0.926,1.075,0.268,0.45,1
Chelsea,Stoke,H,11.0,3.0,2.742,1.333,0.73,1.151,1
Everton,Tottenham,H,5.0,9.0,2.096,1.858,2.422,1.812,1
Sunderland,Liverpool,H,1.0,5.0,0.908,1.479,2.709,1.561,1
