HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Man City,Blackburn,D,7.0,3.0,2.786,1.508,0.978,1.151,0
Middlesbrough,Leicester,D,7.0,8.0,0.745,0.885,1.06,0.845,0
Southampton,Leeds,H,6.0,6.0,1.173,1.333,0.389,0.387,1
Tottenham,Liverpool,H,3.0,4.0,2.402,1.766,2.709,1.561,1
Wolves,Man United,H,6.0,6.0,0.587,0.91,2.802,1.362,1
Aston Villa,Arsenal,A,5.0,9.0,1.376,1.717,2.841,1.624,-1
Chelsea,Birmingham,D,9.0,1.0,2.742,1.333,0.52,0.786,0
Newcastle,Fulham,H,9.0,6.0,1.69,1.917,1.109,1.609,1
Wolves,Liverpool,D,6.0,10.0,0.587,0.91,2.709,1.561,0
Birmingham,Newcastle,D,5.0,2.0,0.579,0.662,1.523,1.959,0
Charlton,Bolton,A,7.0,10.0,0.439,0.584,0.919,1.177,-1
Fulham,Tottenham,H,10.0,4.0,1.28,1.649,2.422,1.812,1
Leeds,Middlesbrough,A,4.0,6.0,0.273,0.365,0.593,0.819,-1
Leicester,Aston Villa,A,9.0,10.0,0.852,0.876,1.649,1.827,-1
Liverpool,Everton,D,9.0,4.0,2.642,1.352,1.902,1.753,0
Man United,Southampton,H,7.0,11.0,2.76,1.323,1.124,1.251,1
Portsmouth,Wolves,D,10.0,4.0,0.627,0.754,0.608,0.812,0
Arsenal,Man City,H,9.0,8.0,2.76,1.498,2.758,1.601,1
Blackburn,Chelsea,A,7.0,9.0,0.93,1.036,2.778,1.332,-1
Aston Villa,Leeds,H,7.0,4.0,1.376,1.717,0.389,0.387,1
Bolton,Liverpool,D,6.0,6.0,0.926,1.075,2.709,1.561,0
Everton,Man United,A,8.0,9.0,2.096,1.858,2.802,1.362,-1
Middlesbrough,Blackburn,A,7.0,2.0,0.745,0.885,0.978,1.151,-1
Newcastle,Leicester,H,9.0,3.0,1.69,1.917,1.06,0.845,1
Southampton,Fulham,D,6.0,8.0,1.173,1.333,1.109,1.609,0
Tottenham,Portsmouth,H,13.0,9.0,2.402,1.766,0.52,0.797,1
Wolves,Arsenal,A,5.0,7.0,0.587,0.91,2.841,1.624,-1
Chelsea,Charlton,H,6.0,0.0,2.742,1.333,0.423,0.55,1
Man City,Birmingham,D,12.0,2.0,2.786,1.508,0.52,0.786,0
Arsenal,Southampton,H,6.0,6.0,2.76,1.498,1.124,1.251,1
Leeds,Wolves,H,8.0,5.0,0.273,0.365,0.608,0.812,1
Leicester,Bolton,D,15.0,9.0,0.852,0.876,0.919,1.177,0
Birmingham,Everton,H,11.0,3.0,0.579,0.662,1.902,1.753,1
Blackburn,Newcastle,D,7.0,7.0,0.93,1.036,1.523,1.959,0
Charlton,Tottenham,A,14.0,10.0,0.439,0.584,2.422,1.812,-1
Fulham,Aston Villa,A,6.0,3.0,1.28,1.649,1.649,1.827,-1
Liverpool,Man City,H,7.0,3.0,2.642,1.352,2.758,1.601,1
Man United,Middlesbrough,A,13.0,8.0,2.76,1.323,0.593,0.819,-1
Portsmouth,Chelsea,A,5.0,4.0,0.627,0.754,2.778,1.332,-1
Bolton,Man City,A,11.0,13.0,0.926,1.075,2.758,1.601,-1
Charlton,Blackburn,H,7.0,12.0,0.439,0.584,0.978,1.151,1
Chelsea,Arsenal,A,4.0,7.0,2.742,1.333,2.841,1.624,-1
Man United,Leeds,D,7.0,3.0,2.76,1.323,0.389,0.387,0
Newcastle,Middlesbrough,H,9.0,4.0,1.69,1.917,0.593,0.819,1
Southampton,Everton,D,5.0,6.0,1.173,1.333,1.902,1.753,0
Wolves,Fulham,H,10.0,5.0,0.587,0.91,1.109,1.609,1
Aston Villa,Birmingham,D,8.0,9.0,1.376,1.717,0.52,0.786,0
Tottenham,Leicester,D,9.0,7.0,2.402,1.766,1.06,0.845,0
Arsenal,Charlton,H,11.0,3.0,2.76,1.498,0.423,0.55,1
Blackburn,Southampton,D,7.0,6.0,0.93,1.036,1.124,1.251,0
Everton,Aston Villa,H,7.0,8.0,2.096,1.858,1.649,1.827,1
Fulham,Man United,D,3.0,7.0,1.28,1.649,2.802,1.362,0
Leicester,Wolves,D,6.0,3.0,0.852,0.876,0.608,0.812,0
Man City,Chelsea,A,4.0,4.0,2.786,1.508,2.778,1.332,-1
Leeds,Liverpool,D,6.0,13.0,0.273,0.365,2.709,1.561,0
Portsmouth,Newcastle,D,8.0,2.0,0.627,0.754,1.523,1.959,0
Birmingham,Middlesbrough,H,5.0,6.0,0.579,0.662,0.593,0.819,1
Birmingham,Bolton,H,6.0,2.0,0.579,0.662,0.919,1.177,1
Middlesbrough,Tottenham,H,6.0,2.0,0.745,0.885,2.422,1.812,1
Birmingham,Leicester,A,4.0,2.0,0.579,0.662,1.06,0.845,-1
Blackburn,Arsenal,A,5.0,5.0,0.93,1.036,2.841,1.624,-1
Bolton,Chelsea,A,11.0,8.0,0.926,1.075,2.778,1.332,-1
Charlton,Middlesbrough,H,7.0,9.0,0.439,0.584,0.593,0.819,1
Everton,Portsmouth,H,6.0,3.0,2.096,1.858,0.52,0.797,1
Fulham,Leeds,H,10.0,6.0,1.28,1.649,0.389,0.387,1
Man City,Man United,H,11.0,9.0,2.786,1.508,2.802,1.362,1
Southampton,Liverpool,H,3.0,12.0,1.173,1.333,2.709,1.561,1
Tottenham,Newcastle,H,4.0,4.0,2.402,1.766,1.523,1.959,1
Wolves,Aston Villa,A,1.0,7.0,0.587,0.91,1.649,1.827,-1
Liverpool,Portsmouth,H,13.0,4.0,2.642,1.352,0.52,0.797,1
Arsenal,Bolton,H,8.0,2.0,2.76,1.498,0.919,1.177,1
Aston Villa,Blackburn,A,7.0,7.0,1.376,1.717,0.978,1.151,-1
Chelsea,Fulham,H,8.0,1.0,2.742,1.333,1.109,1.609,1
Leicester,Everton,D,4.0,3.0,0.852,0.876,1.902,1.753,0
Liverpool,Wolves,H,4.0,6.0,2.642,1.352,0.608,0.812,1
Man United,Tottenham,H,6.0,3.0,2.76,1.323,2.422,1.812,1
Middlesbrough,Birmingham,H,9.0,12.0,0.745,0.885,0.52,0.786,1
Newcastle,Charlton,H,10.0,2.0,1.69,1.917,0.423,0.55,1
Portsmouth,Southampton,H,8.0,8.0,0.627,0.754,1.124,1.251,1
Leeds,Man City,H,3.0,14.0,0.273,0.365,2.758,1.601,1
Birmingham,Leeds,H,7.0,7.0,0.579,0.662,0.389,0.387,1
Blackburn,Portsmouth,A,9.0,4.0,0.93,1.036,0.52,0.797,-1
Charlton,Aston Villa,A,9.0,11.0,0.439,0.584,1.649,1.827,-1
Chelsea,Wolves,H,10.0,4.0,2.742,1.333,0.608,0.812,1
Everton,Middlesbrough,D,7.0,5.0,2.096,1.858,0.593,0.819,0
Man City,Fulham,D,4.0,2.0,2.786,1.508,1.109,1.609,0
Southampton,Tottenham,H,11.0,9.0,1.173,1.333,2.422,1.812,1
Arsenal,Man United,D,10.0,8.0,2.76,1.498,2.802,1.362,0
Bolton,Newcastle,H,12.0,7.0,0.926,1.075,1.523,1.959,1
Leicester,Liverpool,D,9.0,12.0,0.852,0.876,2.709,1.561,0
Fulham,Birmingham,D,5.0,1.0,1.28,1.649,0.52,0.786,0
Middlesbrough,Bolton,H,6.0,8.0,0.745,0.885,0.919,1.177,1
Newcastle,Everton,H,8.0,6.0,1.69,1.917,1.902,1.753,1
Wolves,Middlesbrough,H,8.0,10.0,0.587,0.91,0.593,0.819,1
Aston Villa,Newcastle,D,1.0,4.0,1.376,1.717,1.523,1.959,0
Man United,Charlton,H,6.0,0.0,2.76,1.323,0.423,0.55,1
Everton,Blackburn,A,9.0,7.0,2.096,1.858,0.978,1.151,-1
Fulham,Charlton,H,6.0,3.0,1.28,1.649,0.423,0.55,1
Leicester,Man City,D,5.0,5.0,0.852,0.876,2.758,1.601,0
Man United,Liverpool,A,4.0,4.0,2.76,1.323,2.709,1.561,-1
Middlesbrough,Aston Villa,A,21.0,9.0,0.745,0.885,1.649,1.827,-1
Southampton,Bolton,A,3.0,8.0,1.173,1.333,0.919,1.177,-1
Birmingham,Wolves,D,9.0,7.0,0.579,0.662,0.608,0.812,0
Leeds,Portsmouth,A,6.0,5.0,0.273,0.365,0.52,0.797,-1
Newcastle,Chelsea,H,12.0,6.0,1.69,1.917,2.778,1.332,1
Tottenham,Arsenal,D,7.0,7.0,2.402,1.766,2.841,1.624,0
Arsenal,Birmingham,D,1.0,3.0,2.76,1.498,0.52,0.786,0
Blackburn,Man United,H,8.0,5.0,0.93,1.036,2.802,1.362,1
Charlton,Leicester,D,7.0,5.0,0.439,0.584,1.06,0.845,0
Chelsea,Southampton,H,7.0,3.0,2.742,1.333,1.124,1.251,1
Man City,Newcastle,H,3.0,6.0,2.786,1.508,1.523,1.959,1
Portsmouth,Fulham,D,7.0,7.0,0.627,0.754,1.109,1.609,0
Wolves,Everton,H,11.0,6.0,0.587,0.91,1.902,1.753,1
Aston Villa,Tottenham,H,6.0,5.0,1.376,1.717,2.422,1.812,1
Bolton,Leeds,H,14.0,4.0,0.926,1.075,0.389,0.387,1
Liverpool,Middlesbrough,H,8.0,6.0,2.642,1.352,0.593,0.819,1
Portsmouth,Arsenal,D,6.0,9.0,0.627,0.754,2.841,1.624,0
Birmingham,Liverpool,A,2.0,8.0,0.579,0.662,2.709,1.561,-1
Everton,Bolton,A,9.0,3.0,2.096,1.858,0.919,1.177,-1
Leeds,Charlton,D,7.0,6.0,0.273,0.365,0.423,0.55,0
Leicester,Portsmouth,H,9.0,7.0,0.852,0.876,0.52,0.797,1
Man United,Chelsea,D,7.0,7.0,2.76,1.323,2.778,1.332,0
Middlesbrough,Man City,H,7.0,6.0,0.745,0.885,2.758,1.601,1
Southampton,Aston Villa,D,10.0,7.0,1.173,1.333,1.649,1.827,0
Tottenham,Blackburn,H,13.0,2.0,2.402,1.766,0.978,1.151,1
Blackburn,Sunderland,D,5.0,3.0,0.93,1.036,0.968,1.472,0
Charlton,Chelsea,A,5.0,12.0,0.439,0.584,2.778,1.332,-1
Everton,Tottenham,D,9.0,5.0,2.096,1.858,2.422,1.812,0
Fulham,Bolton,H,6.0,1.0,1.28,1.649,0.919,1.177,1
Leeds,Man City,H,8.0,10.0,0.273,0.365,2.758,1.601,1
Man United,West Brom,H,13.0,5.0,2.76,1.323,1.041,1.498,1
Southampton,Middlesbrough,D,5.0,5.0,1.173,1.333,0.593,0.819,0
Arsenal,Birmingham,H,7.0,1.0,2.76,1.498,0.52,0.786,1
Aston Villa,Liverpool,A,5.0,6.0,1.376,1.717,2.709,1.561,-1
Newcastle,West Ham,H,10.0,4.0,1.69,1.917,1.576,1.808,1
Chelsea,Man United,D,5.0,7.0,2.742,1.333,2.802,1.362,0
Birmingham,Blackburn,A,10.0,9.0,0.579,0.662,0.978,1.151,-1
Bolton,Charlton,A,9.0,4.0,0.926,1.075,0.423,0.55,-1
Liverpool,Southampton,H,9.0,1.0,2.642,1.352,1.124,1.251,1
Man City,Newcastle,H,12.0,6.0,2.786,1.508,1.523,1.959,1
Middlesbrough,Fulham,D,3.0,4.0,0.745,0.885,1.109,1.609,0
Sunderland,Everton,A,3.0,5.0,0.908,1.479,1.902,1.753,-1
Tottenham,Aston Villa,H,3.0,8.0,2.402,1.766,1.649,1.827,1
West Brom,Leeds,A,2.0,4.0,1.077,1.741,0.389,0.387,-1
West Ham,Arsenal,D,4.0,5.0,1.59,2.004,2.841,1.624,0
Arsenal,West Brom,H,8.0,6.0,2.76,1.498,1.041,1.498,1
Charlton,Tottenham,A,5.0,1.0,0.439,0.584,2.422,1.812,-1
Aston Villa,Man City,H,6.0,1.0,1.376,1.717,2.758,1.601,1
Blackburn,Liverpool,D,4.0,3.0,0.93,1.036,2.709,1.561,0
Everton,Birmingham,D,4.0,2.0,2.096,1.858,0.52,0.786,0
Leeds,Sunderland,A,9.0,4.0,0.273,0.365,0.968,1.472,-1
Southampton,Chelsea,D,4.0,3.0,1.173,1.333,2.778,1.332,0
Birmingham,Leeds,H,5.0,6.0,0.579,0.662,0.389,0.387,1
Man City,Everton,H,6.0,8.0,2.786,1.508,1.902,1.753,1
Middlesbrough,Blackburn,H,3.0,7.0,0.745,0.885,0.978,1.151,1
Sunderland,Man United,D,5.0,10.0,0.908,1.479,2.802,1.362,0
Tottenham,Southampton,H,8.0,8.0,2.402,1.766,1.124,1.251,1
West Brom,Fulham,H,5.0,1.0,1.077,1.741,1.109,1.609,1
West Ham,Charlton,A,4.0,3.0,1.59,2.004,0.423,0.55,-1
Bolton,Aston Villa,H,6.0,5.0,0.926,1.075,1.649,1.827,1
Chelsea,Arsenal,D,2.0,5.0,2.742,1.333,2.841,1.624,0
Liverpool,Newcastle,D,11.0,6.0,2.642,1.352,1.523,1.959,0
Man United,Middlesbrough,H,1.0,3.0,2.76,1.323,0.593,0.819,1
Arsenal,Man City,H,5.0,4.0,2.76,1.498,2.758,1.601,1
Middlesbrough,Sunderland,H,7.0,6.0,0.745,0.885,0.968,1.472,1
Aston Villa,Charlton,H,5.0,2.0,1.376,1.717,0.423,0.55,1
Blackburn,Chelsea,A,6.0,9.0,0.93,1.036,2.778,1.332,-1
Fulham,Tottenham,H,8.0,4.0,1.28,1.649,2.422,1.812,1
Liverpool,Birmingham,D,10.0,3.0,2.642,1.352,0.52,0.786,0
Man United,Bolton,A,14.0,8.0,2.76,1.323,0.919,1.177,-1
Newcastle,Leeds,A,11.0,6.0,1.69,1.917,0.389,0.387,-1
Southampton,Everton,H,7.0,10.0,1.173,1.333,1.902,1.753,1
West Ham,West Brom,A,3.0,5.0,1.59,2.004,1.041,1.498,-1
Bolton,Liverpool,A,5.0,8.0,0.926,1.075,2.709,1.561,-1
Charlton,Arsenal,A,3.0,8.0,0.439,0.584,2.841,1.624,-1
Chelsea,Newcastle,H,5.0,0.0,2.742,1.333,1.523,1.959,1
Everton,Middlesbrough,H,8.0,5.0,2.096,1.858,0.593,0.819,1
Leeds,Man United,H,2.0,5.0,0.273,0.365,2.802,1.362,1
Sunderland,Fulham,A,5.0,4.0,0.908,1.479,1.109,1.609,-1
West Brom,Southampton,H,7.0,5.0,1.077,1.741,1.124,1.251,1
Man City,Blackburn,D,7.0,8.0,2.786,1.508,0.978,1.151,0
Tottenham,West Ham,H,3.0,1.0,2.402,1.766,1.576,1.808,1
Birmingham,Aston Villa,H,5.0,1.0,0.579,0.662,1.649,1.827,1
Arsenal,Bolton,H,9.0,3.0,2.76,1.498,0.919,1.177,1
Liverpool,West Brom,H,14.0,2.0,2.642,1.352,1.041,1.498,1
Man United,Tottenham,H,9.0,5.0,2.76,1.323,2.422,1.812,1
Middlesbrough,Birmingham,H,4.0,3.0,0.745,0.885,0.52,0.786,1
Newcastle,Sunderland,H,6.0,4.0,1.69,1.917,0.968,1.472,1
Southampton,Charlton,D,5.0,5.0,1.173,1.333,0.423,0.55,0
West Ham,Man City,D,5.0,6.0,1.59,2.004,2.758,1.601,0
Aston Villa,Everton,H,8.0,7.0,1.376,1.717,1.902,1.753,1
Blackburn,Leeds,H,7.0,5.0,0.93,1.036,0.389,0.387,1
Fulham,Chelsea,D,3.0,4.0,1.28,1.649,2.778,1.332,0
Birmingham,Newcastle,A,5.0,6.0,0.579,0.662,1.523,1.959,-1
Bolton,Southampton,D,10.0,6.0,0.926,1.075,1.124,1.251,0
Charlton,Man United,A,3.0,7.0,0.439,0.584,2.802,1.362,-1
Chelsea,West Ham,A,9.0,11.0,2.742,1.333,1.576,1.808,-1
Everton,Fulham,H,9.0,6.0,2.096,1.858,1.109,1.609,1
Leeds,Arsenal,A,3.0,6.0,0.273,0.365,2.841,1.624,-1
Man City,Liverpool,A,6.0,6.0,2.786,1.508,2.709,1.561,-1
Sunderland,Aston Villa,H,6.0,5.0,0.908,1.479,1.649,1.827,1
Tottenham,Middlesbrough,A,4.0,12.0,2.402,1.766,0.593,0.819,-1
West Brom,Blackburn,A,8.0,5.0,1.077,1.741,0.978,1.151,-1
Middlesbrough,Bolton,H,2.0,4.0,0.745,0.885,0.919,1.177,1
Newcastle,West Brom,H,8.0,3.0,1.69,1.917,1.041,1.498,1
Southampton,Man City,H,13.0,4.0,1.173,1.333,2.758,1.601,1
West Ham,Birmingham,A,6.0,4.0,1.59,2.004,0.52,0.786,-1
Arsenal,Sunderland,H,5.0,2.0,2.76,1.498,0.968,1.472,1
Aston Villa,Leeds,D,5.0,3.0,1.376,1.717,0.389,0.387,0
Blackburn,Tottenham,A,7.0,6.0,0.93,1.036,2.422,1.812,-1
Fulham,Charlton,H,5.0,7.0,1.28,1.649,0.423,0.55,1
Liverpool,Chelsea,H,8.0,0.0,2.642,1.352,2.778,1.332,1
Man United,Everton,H,12.0,4.0,2.76,1.323,1.902,1.753,1
Blackburn,Newcastle,H,11.0,5.0,0.93,1.036,1.523,1.959,1
Everton,Arsenal,H,6.0,3.0,2.096,1.858,2.841,1.624,1
Fulham,Man United,D,6.0,5.0,1.28,1.649,2.802,1.362,0
Leeds,Liverpool,A,5.0,6.0,0.273,0.365,2.709,1.561,-1
Man City,Chelsea,A,8.0,6.0,2.786,1.508,2.778,1.332,-1
Sunderland,West Ham,A,2.0,1.0,0.908,1.479,1.576,1.808,-1
West Brom,Birmingham,D,7.0,1.0,1.077,1.741,0.52,0.786,0
Charlton,Middlesbrough,H,7.0,5.0,0.439,0.584,0.593,0.819,1
Tottenham,Bolton,H,3.0,1.0,2.402,1.766,0.919,1.177,1
Aston Villa,Southampton,A,11.0,7.0,1.376,1.717,1.124,1.251,-1
Fulham,West Ham,A,2.0,4.0,1.28,1.649,1.576,1.808,-1
Arsenal,Blackburn,A,9.0,2.0,2.76,1.498,0.978,1.151,-1
Birmingham,Man City,A,4.0,4.0,0.579,0.662,2.758,1.601,-1
Chelsea,West Brom,H,5.0,5.0,2.742,1.333,1.041,1.498,1
Liverpool,Tottenham,H,5.0,8.0,2.642,1.352,2.422,1.812,1
Man United,Aston Villa,D,6.0,3.0,2.76,1.323,1.649,1.827,0
Middlesbrough,Leeds,D,7.0,7.0,0.745,0.885,0.389,0.387,0
Newcastle,Charlton,H,12.0,5.0,1.69,1.917,0.423,0.55,1
Southampton,Fulham,H,8.0,4.0,1.173,1.333,1.109,1.609,1
West Ham,Everton,A,9.0,5.0,1.59,2.004,1.902,1.753,-1
Bolton,Sunderland,D,7.0,4.0,0.926,1.075,0.968,1.472,0
Birmingham,Bolton,H,6.0,7.0,0.579,0.662,0.919,1.177,1
Liverpool,West Ham,H,9.0,1.0,2.642,1.352,1.576,1.808,1
Man United,Southampton,H,8.0,5.0,2.76,1.323,1.124,1.251,1
West Brom,Man City,A,4.0,4.0,1.077,1.741,2.758,1.601,-1
Blackburn,Aston Villa,D,6.0,4.0,0.93,1.036,1.649,1.827,0
Charlton,Sunderland,D,12.0,7.0,0.439,0.584,0.968,1.472,0
Fulham,Arsenal,A,4.0,3.0,1.28,1.649,2.841,1.624,-1
Leeds,Everton,A,5.0,7.0,0.273,0.365,1.902,1.753,-1
Tottenham,Chelsea,D,7.0,4.0,2.402,1.766,2.778,1.332,0
Newcastle,Middlesbrough,H,13.0,9.0,1.69,1.917,0.593,0.819,1
Arsenal,Newcastle,H,10.0,2.0,2.76,1.498,1.523,1.959,1
Aston Villa,Fulham,H,7.0,4.0,1.376,1.717,1.109,1.609,1
Bolton,West Brom,D,8.0,1.0,0.926,1.075,1.041,1.498,0
Chelsea,Birmingham,H,10.0,2.0,2.742,1.333,0.52,0.786,1
Everton,Charlton,H,2.0,1.0,2.096,1.858,0.423,0.55,1
Man City,Man United,H,6.0,6.0,2.786,1.508,2.802,1.362,1
Middlesbrough,Liverpool,H,3.0,7.0,0.745,0.885,2.709,1.561,1
Southampton,Blackburn,D,12.0,3.0,1.173,1.333,0.978,1.151,0
Sunderland,Tottenham,H,5.0,3.0,0.908,1.479,2.422,1.812,1
West Ham,Leeds,A,9.0,8.0,1.59,2.004,0.389,0.387,-1
Arsenal,Tottenham,H,12.0,5.0,2.76,1.498,2.422,1.812,1
Chelsea,Middlesbrough,H,5.0,4.0,2.742,1.333,0.593,0.819,1
Man City,Charlton,A,4.0,4.0,2.786,1.508,0.423,0.55,-1
Newcastle,Southampton,H,13.0,3.0,1.69,1.917,1.124,1.251,1
West Brom,Aston Villa,D,5.0,5.0,1.077,1.741,1.649,1.827,0
Birmingham,Fulham,D,6.0,1.0,0.579,0.662,1.109,1.609,0
Blackburn,Everton,A,6.0,6.0,0.93,1.036,1.902,1.753,-1
Leeds,Bolton,A,3.0,7.0,0.273,0.365,0.919,1.177,-1
Liverpool,Sunderland,D,12.0,0.0,2.642,1.352,0.968,1.472,0
West Ham,Man United,D,1.0,4.0,1.59,2.004,2.802,1.362,0
Aston Villa,West Ham,H,11.0,8.0,1.376,1.717,1.576,1.808,1
Bolton,Chelsea,D,8.0,11.0,0.926,1.075,2.778,1.332,0
Everton,West Brom,H,9.0,8.0,2.096,1.858,1.041,1.498,1
Fulham,Liverpool,H,10.0,11.0,1.28,1.649,2.709,1.561,1
Man United,Newcastle,H,9.0,7.0,2.76,1.323,1.523,1.959,1
Middlesbrough,Man City,H,7.0,5.0,0.745,0.885,2.758,1.601,1
Southampton,Arsenal,H,3.0,2.0,1.173,1.333,2.841,1.624,1
Sunderland,Birmingham,A,2.0,9.0,0.908,1.479,0.52,0.786,-1
Charlton,Blackburn,H,9.0,7.0,0.439,0.584,0.978,1.151,1
Tottenham,Leeds,H,6.0,4.0,2.402,1.766,0.389,0.387,1
Arsenal,Aston Villa,H,7.0,5.0,2.76,1.498,1.649,1.827,1
Birmingham,Tottenham,D,6.0,3.0,0.579,0.662,2.422,1.812,0
Blackburn,Fulham,H,4.0,7.0,0.93,1.036,1.109,1.609,1
Chelsea,Sunderland,H,11.0,0.0,2.742,1.333,0.968,1.472,1
Man City,Bolton,H,10.0,3.0,2.786,1.508,0.919,1.177,1
West Brom,Middlesbrough,H,8.0,2.0,1.077,1.741,0.593,0.819,1
Leeds,Charlton,A,6.0,10.0,0.273,0.365,0.423,0.55,-1
Liverpool,Man United,A,7.0,4.0,2.642,1.352,2.802,1.362,-1
Newcastle,Everton,H,15.0,5.0,1.69,1.917,1.902,1.753,1
West Ham,Southampton,A,7.0,3.0,1.59,2.004,1.124,1.251,-1
Aston Villa,Newcastle,A,4.0,5.0,1.376,1.717,1.523,1.959,-1
Bolton,Blackburn,D,7.0,7.0,0.926,1.075,0.978,1.151,0
Charlton,Liverpool,H,11.0,7.0,0.439,0.584,2.709,1.561,1
Everton,Chelsea,A,6.0,10.0,2.096,1.858,2.778,1.332,-1
Fulham,Leeds,H,3.0,4.0,1.28,1.649,0.389,0.387,1
Man United,Arsenal,H,6.0,5.0,2.76,1.323,2.841,1.624,1
Middlesbrough,West Ham,D,5.0,8.0,0.745,0.885,1.576,1.808,0
Southampton,Birmingham,H,8.0,2.0,1.173,1.333,0.52,0.786,1
Tottenham,West Brom,H,6.0,7.0,2.402,1.766,1.041,1.498,1
Sunderland,Man City,A,6.0,7.0,0.908,1.479,2.758,1.601,-1
Aston Villa,West Brom,H,12.0,3.0,1.376,1.717,1.041,1.498,1
Charlton,Man City,D,5.0,9.0,0.439,0.584,2.758,1.601,0
Everton,Blackburn,H,7.0,9.0,2.096,1.858,0.978,1.151,1
Man United,West Ham,H,10.0,3.0,2.76,1.323,1.576,1.808,1
Middlesbrough,Chelsea,D,6.0,11.0,0.745,0.885,2.778,1.332,0
Southampton,Newcastle,D,9.0,11.0,1.173,1.333,1.523,1.959,0
Fulham,Birmingham,A,0.0,1.0,1.28,1.649,0.52,0.786,-1
Sunderland,Liverpool,H,3.0,4.0,0.908,1.479,2.709,1.561,1
Tottenham,Arsenal,D,10.0,4.0,2.402,1.766,2.841,1.624,0
Bolton,Leeds,A,9.0,7.0,0.926,1.075,0.389,0.387,-1
Arsenal,Middlesbrough,H,14.0,1.0,2.76,1.498,0.593,0.819,1
Birmingham,Charlton,D,5.0,5.0,0.579,0.662,0.423,0.55,0
Chelsea,Aston Villa,H,8.0,4.0,2.742,1.333,1.649,1.827,1
Leeds,Southampton,D,11.0,4.0,0.273,0.365,1.124,1.251,0
Newcastle,Fulham,H,14.0,0.0,1.69,1.917,1.109,1.609,1
West Brom,Sunderland,D,5.0,7.0,1.077,1.741,0.968,1.472,0
West Ham,Bolton,D,6.0,3.0,1.59,2.004,0.919,1.177,0
Blackburn,Man United,H,3.0,6.0,0.93,1.036,2.802,1.362,1
Liverpool,Everton,D,8.0,2.0,2.642,1.352,1.902,1.753,0
Man City,Tottenham,A,18.0,9.0,2.786,1.508,2.422,1.812,-1
Birmingham,Everton,D,3.0,5.0,0.579,0.662,1.902,1.753,0
Bolton,Newcastle,H,7.0,8.0,0.926,1.075,1.523,1.959,1
Chelsea,Southampton,D,4.0,6.0,2.742,1.333,1.124,1.251,0
Liverpool,Blackburn,D,6.0,5.0,2.642,1.352,0.978,1.151,0
Man City,Aston Villa,H,10.0,5.0,2.786,1.508,1.649,1.827,1
Middlesbrough,Man United,H,5.0,6.0,0.745,0.885,2.802,1.362,1
Sunderland,Leeds,A,6.0,4.0,0.908,1.479,0.389,0.387,-1
Tottenham,Charlton,D,12.0,7.0,2.402,1.766,0.423,0.55,0
West Brom,Arsenal,A,2.0,4.0,1.077,1.741,2.841,1.624,-1
West Ham,Fulham,D,5.0,5.0,1.59,2.004,1.109,1.609,0
Aston Villa,Middlesbrough,H,9.0,4.0,1.376,1.717,0.593,0.819,1
Blackburn,West Ham,D,3.0,1.0,0.93,1.036,1.576,1.808,0
Charlton,West Brom,H,5.0,8.0,0.439,0.584,1.041,1.498,1
Everton,Bolton,D,9.0,1.0,2.096,1.858,0.919,1.177,0
Fulham,Man City,A,7.0,8.0,1.28,1.649,2.758,1.601,-1
Leeds,Chelsea,H,4.0,4.0,0.273,0.365,2.778,1.332,1
Man United,Birmingham,H,10.0,2.0,2.76,1.323,0.52,0.786,1
Southampton,Sunderland,H,6.0,1.0,1.173,1.333,0.968,1.472,1
Arsenal,Liverpool,D,6.0,2.0,2.76,1.498,2.709,1.561,0
Newcastle,Tottenham,H,10.0,6.0,1.69,1.917,2.422,1.812,1
Arsenal,Chelsea,H,7.0,7.0,2.76,1.498,2.778,1.332,1
Aston Villa,Bolton,H,7.0,4.0,1.376,1.717,0.919,1.177,1
Blackburn,Middlesbrough,H,10.0,3.0,0.93,1.036,0.593,0.819,1
Everton,Man City,D,5.0,2.0,2.096,1.858,2.758,1.601,0
Leeds,Birmingham,H,6.0,5.0,0.273,0.365,0.52,0.786,1
Man United,Sunderland,H,18.0,1.0,2.76,1.323,0.968,1.472,1
Newcastle,Liverpool,H,5.0,4.0,1.69,1.917,2.709,1.561,1
Southampton,Tottenham,H,6.0,7.0,1.173,1.333,2.422,1.812,1
Bolton,Fulham,D,5.0,8.0,0.926,1.075,1.109,1.609,0
Chelsea,Charlton,H,7.0,5.0,2.742,1.333,0.423,0.55,1
Liverpool,Aston Villa,D,11.0,3.0,2.642,1.352,1.649,1.827,0
Man City,Leeds,H,5.0,3.0,2.786,1.508,0.389,0.387,1
Middlesbrough,Southampton,D,4.0,8.0,0.745,0.885,1.124,1.251,0
Sunderland,Blackburn,D,4.0,4.0,0.908,1.479,0.978,1.151,0
West Brom,Man United,A,3.0,4.0,1.077,1.741,2.802,1.362,-1
West Ham,Newcastle,D,8.0,7.0,1.59,2.004,1.523,1.959,0
Birmingham,Arsenal,A,4.0,9.0,0.579,0.662,2.841,1.624,-1
Tottenham,Everton,H,12.0,10.0,2.402,1.766,1.902,1.753,1
Aston Villa,Tottenham,A,5.0,6.0,1.376,1.717,2.422,1.812,-1
Blackburn,Birmingham,D,10.0,7.0,0.93,1.036,0.52,0.786,0
Charlton,Bolton,D,5.0,5.0,0.439,0.584,0.919,1.177,0
